Employee ID	Gender	Age	BusinessTravel	Department	DistanceFromHome (KM)	State	Ethnicity	Education	EducationField	JobRole	MaritalStatus	Salary	StockOptionLevel	OverTime	HireDate	Attrition	YearsAtCompany	YearsInMostRecentRole	YearsSinceLastPromotion	YearsWithCurrManager
1301	Female	22	Some Travel	Sales	10	CA	White	3	Economics	Sales Representative	Divorced	36980	3	Yes	"Wednesday, December 1, 2021"	Yes	0	0	0	0
1302	Male	22	No Travel 	Technology	6	CA	White	2	Information Systems	Machine Learning Engineer	Single	68302	0	Yes	"Wednesday, December 8, 2021"	No	1	1	1	0
1303	Female	22	Some Travel	Technology	13	CA	White	4	Information Systems	Machine Learning Engineer	Single	64364	0	No	"Thursday, December 9, 2021"	Yes	0	0	0	0
1304	Male	19	Some Travel	Technology	2	IL	White	2	Information Systems	Data Scientist	Single	52260	1	No	"Thursday, December 9, 2021"	No	1	1	1	0
1305	Female	50	Some Travel	Sales	37	NY	White	2	Marketing	Manager	Married	291477	0	No	"Friday, December 10, 2021"	No	1	0	0	1
1306	Male	22	Some Travel	Technology	11	CA	White	4	Information Systems	Software Engineer	Single	22382	0	No	"Sunday, December 12, 2021"	No	1	0	1	1
1307	Non-Binary	22	No Travel 	Technology	7	CA	White	3	Information Systems	Software Engineer	Married	27782	3	No	"Monday, December 13, 2021"	No	1	1	1	1
1308	Female	19	No Travel 	Technology	8	CA	White	2	Computer Science	Software Engineer	Single	54502	1	No	"Wednesday, December 22, 2021"	No	1	0	1	1
1309	Female	41	Frequent Traveller	Sales	4	CA	White	4	Economics	Sales Executive	Divorced	175032	2	No	"Wednesday, December 22, 2021"	No	1	0	0	0
1310	Female	21	Frequent Traveller	Technology	17	CA	White	2	Information Systems	Senior Software Engineer	Married	49516	1	No	"Saturday, December 25, 2021"	No	1	1	1	0
1311	Male	20	Some Travel	Technology	35	CA	White	3	Information Systems	Software Engineer	Single	28506	0	No	"Sunday, December 26, 2021"	No	1	0	1	1
1312	Female	19	Some Travel	Technology	10	IL	White	4	Computer Science	Senior Software Engineer	Single	51802	0	Yes	"Monday, December 27, 2021"	No	1	1	1	0
1313	Female	22	Frequent Traveller	Technology	28	CA	White	4	Computer Science	Data Scientist	Married	63571	1	No	"Tuesday, December 28, 2021"	Yes	0	0	0	0
1314	Male	19	Some Travel	Sales	4	IL	White	4	Marketing	Sales Executive	Single	38726	1	Yes	"Tuesday, December 28, 2021"	No	1	0	0	1
1315	Female	21	No Travel 	Sales	43	CA	White	1	Marketing	Sales Executive	Married	54355	1	Yes	"Friday, December 31, 2021"	No	1	0	1	1
1316	Male	19	Some Travel	Technology	6	CA	White	3	Computer Science	Software Engineer	Single	41539	0	No	"Tuesday, January 4, 2022"	No	0	0	0	0
1317	Male	20	Some Travel	Sales	8	CA	White	3	Marketing 	Sales Representative	Divorced	27060	1	Yes	"Tuesday, January 4, 2022"	Yes	0	0	0	0
1318	Male	24	Frequent Traveller	Human Resources	17	CA	White	5	Human Resources	HR Executive	Single	93008	0	Yes	"Tuesday, January 4, 2022"	No	0	0	0	0
1319	Female	24	Some Travel	Technology	25	NY	White	1	Information Systems	Data Scientist	Divorced	26973	3	No	"Monday, January 10, 2022"	No	0	0	0	0
1320	Female	35	Some Travel	Sales	36	CA	White	2	Marketing	Manager	Married	487746	1	No	"Wednesday, January 12, 2022"	No	0	0	0	0
1321	Female	18	Frequent Traveller	Technology	34	NY	White	4	Information Systems	Software Engineer	Single	54085	1	Yes	"Thursday, January 13, 2022"	No	0	0	0	0
1322	Female	18	Some Travel	Sales	20	CA	White	3	Technical Degree	Sales Executive	Single	58523	0	No	"Tuesday, January 25, 2022"	Yes	0	0	0	0
1323	Female	18	Some Travel	Technology	32	CA	White	4	Information Systems	Software Engineer	Single	24906	0	No	"Tuesday, January 25, 2022"	No	0	0	0	0
1324	Male	24	Some Travel	Technology	9	NY	White	3	Information Systems	Machine Learning Engineer	Single	108352	0	Yes	"Wednesday, January 26, 2022"	No	0	0	0	0
1325	Female	19	Some Travel	Technology	14	CA	White	3	Computer Science	Software Engineer	Single	36554	0	No	"Monday, January 31, 2022"	No	0	0	0	0
1326	Female	18	Some Travel	Sales	43	CA	White	4	Economics	Sales Executive	Single	41708	0	No	"Sunday, February 6, 2022"	No	0	0	0	0
1327	Male	18	Frequent Traveller	Sales	41	CA	White	4	Marketing	Sales Executive	Single	72639	2	No	"Monday, February 7, 2022"	No	0	0	0	0
1328	Male	18	Some Travel	Sales	18	CA	White	4	Marketing	Sales Executive	Single	52198	0	No	"Friday, February 11, 2022"	No	0	0	0	0
1329	Male	31	Some Travel	Sales	36	NY	White	3	Marketing	Sales Executive	Single	139882	0	No	"Friday, February 11, 2022"	No	0	0	0	0
1330	Prefer Not To Say	21	Some Travel	Technology	43	NY	White	3	Computer Science	Software Engineer	Single	33306	0	No	"Monday, February 14, 2022"	No	0	0	0	0
1331	Female	36	Frequent Traveller	Technology	29	CA	White	3	Information Systems	Software Engineer	Single	144071	1	No	"Tuesday, February 15, 2022"	No	0	0	0	0
1332	Male	21	Some Travel	Technology	30	CA	White	3	Computer Science	Software Engineer	Single	38906	0	No	"Tuesday, February 15, 2022"	No	0	0	0	0
1333	Male	23	Some Travel	Technology	28	NY	White	3	Information Systems	Machine Learning Engineer	Single	83064	3	No	"Tuesday, February 15, 2022"	No	0	0	0	0
1334	Female	35	Some Travel	Sales	21	CA	White	4	Marketing	Sales Executive	Single	225565	1	No	"Wednesday, February 16, 2022"	No	0	0	0	0
1335	Male	19	Some Travel	Technology	7	NY	White	4	Business Studies	Software Engineer	Single	29266	1	No	"Wednesday, February 16, 2022"	No	0	0	0	0
1336	Male	21	No Travel 	Technology	20	CA	White	1	Business Studies	Machine Learning Engineer	Married	55170	1	No	"Friday, February 18, 2022"	No	0	0	0	0
1337	Non-Binary	20	Frequent Traveller	Technology	16	CA	White	3	Information Systems	Software Engineer	Married	38717	1	No	"Saturday, February 19, 2022"	No	0	0	0	0
1338	Female	19	Frequent Traveller	Human Resources	31	NY	White	4	Marketing 	Recruiter	Single	36832	1	Yes	"Sunday, February 20, 2022"	Yes	0	0	0	0
1339	Female	39	Some Travel	Human Resources	28	NY	White	3	Human Resources	HR Business Partner	Single	443218	1	No	"Monday, February 21, 2022"	No	0	0	0	0
1340	Male	21	Some Travel	Technology	18	NY	White	2	Information Systems	Machine Learning Engineer	Married	71821	0	No	"Monday, February 21, 2022"	No	0	0	0	0
1341	Male	26	Some Travel	Technology	37	CA	White	3	Information Systems	Analytics Manager	Single	192073	1	No	"Monday, February 21, 2022"	No	0	0	0	0
1342	Male	21	Some Travel	Technology	24	CA	White	2	Information Systems	Data Scientist	Married	34024	2	No	"Thursday, February 24, 2022"	No	0	0	0	0
1343	Male	21	No Travel 	Technology	20	CA	White	3	Information Systems	Data Scientist	Single	21454	0	No	"Sunday, February 27, 2022"	No	0	0	0	0
1344	Male	18	Some Travel	Technology	21	CA	White	3	Computer Science	Software Engineer	Married	42946	0	No	"Wednesday, March 2, 2022"	No	0	0	0	0
1345	Male	29	Some Travel	Sales	18	IL	White	2	Economics	Sales Executive	Single	225330	0	No	"Wednesday, March 2, 2022"	Yes	0	0	0	0
1346	Male	18	No Travel 	Technology	4	CA	White	3	Information Systems	Software Engineer	Single	32191	1	No	"Monday, March 7, 2022"	No	0	0	0	0
1347	Male	20	Some Travel	Technology	29	CA	White	1	Computer Science	Data Scientist	Married	20526	1	No	"Tuesday, March 8, 2022"	No	0	0	0	0
1348	Male	49	Frequent Traveller	Technology	43	CA	White	3	Computer Science	Analytics Manager	Divorced	368010	1	No	"Sunday, March 13, 2022"	No	0	0	0	0
1349	Female	19	Some Travel	Sales	9	CA	White	3	Marketing	Sales Representative	Single	21506	2	No	"Monday, March 14, 2022"	No	0	0	0	0
1350	Male	21	No Travel 	Sales	22	CA	White	3	Marketing 	Sales Executive	Divorced	62828	1	Yes	"Monday, March 14, 2022"	No	0	0	0	0
1351	Male	19	No Travel 	Technology	9	CA	White	3	Information Systems	Software Engineer	Single	29798	0	Yes	"Saturday, March 19, 2022"	Yes	0	0	0	0
1352	Male	18	Some Travel	Technology	35	CA	White	5	Other	Data Scientist	Single	36353	0	No	"Sunday, March 20, 2022"	No	0	0	0	0
1353	Female	18	No Travel 	Sales	34	IL	White	3	Marketing	Sales Executive	Single	49100	0	No	"Monday, March 21, 2022"	No	0	0	0	0
1354	Non-Binary	18	Some Travel	Sales	4	NY	White	4	Marketing 	Sales Executive	Single	74515	3	Yes	"Wednesday, March 23, 2022"	No	0	0	0	0
1355	Male	18	Some Travel	Sales	37	CA	White	4	Marketing 	Sales Representative	Single	32480	0	No	"Friday, March 25, 2022"	No	0	0	0	0
1356	Male	25	Some Travel	Sales	15	NY	White	1	Marketing	Sales Executive	Married	118961	1	No	"Thursday, April 7, 2022"	No	0	0	0	0
1357	Male	21	Some Travel	Technology	36	CA	White	2	Computer Science	Software Engineer	Single	36431	0	No	"Sunday, April 10, 2022"	No	0	0	0	0
1358	Male	39	Frequent Traveller	Technology	29	NY	White	3	Other	Engineering Manager	Divorced	273739	3	Yes	"Tuesday, April 12, 2022"	No	0	0	0	0
1359	Male	21	Frequent Traveller	Technology	16	CA	White	2	Computer Science	Data Scientist	Single	42569	0	No	"Wednesday, April 13, 2022"	Yes	0	0	0	0
1360	Female	21	Frequent Traveller	Sales	9	CA	White	3	Marketing	Sales Representative	Divorced	35770	1	No	"Thursday, April 14, 2022"	No	0	0	0	0
1361	Male	21	Some Travel	Technology	42	NY	White	3	Computer Science	Software Engineer	Divorced	34257	3	No	"Saturday, April 16, 2022"	No	0	0	0	0
1362	Male	18	Some Travel	Technology	32	NY	White	1	Computer Science	Machine Learning Engineer	Single	50660	1	Yes	"Sunday, April 17, 2022"	Yes	0	0	0	0
1363	Female	24	Some Travel	Sales	11	CA	White	3	Technical Degree	Sales Executive	Single	58923	0	No	"Tuesday, April 19, 2022"	No	0	0	0	0
1364	Non-Binary	19	Frequent Traveller	Technology	15	CA	White	4	Business Studies	Software Engineer	Single	77905	0	No	"Tuesday, April 19, 2022"	No	0	0	0	0
1365	Male	21	Some Travel	Technology	44	CA	White	2	Other	Data Scientist	Single	32676	0	Yes	"Wednesday, April 20, 2022"	Yes	0	0	0	0
1366	Male	27	Some Travel	Human Resources	4	CA	White	3	Marketing 	HR Business Partner	Single	219195	1	Yes	"Wednesday, April 20, 2022"	No	0	0	0	0
1367	Male	20	Some Travel	Technology	39	NY	White	3	Other	Software Engineer	Married	20418	0	No	"Sunday, April 24, 2022"	No	0	0	0	0
1368	Male	20	Some Travel	Technology	18	CA	White	4	Computer Science	Data Scientist	Married	28544	1	Yes	"Wednesday, April 27, 2022"	No	0	0	0	0
1369	Female	20	Frequent Traveller	Technology	45	CA	White	1	Computer Science	Machine Learning Engineer	Married	46714	1	No	"Thursday, April 28, 2022"	No	0	0	0	0
1370	Male	32	Some Travel	Sales	21	NY	White	4	Marketing	Sales Executive	Married	106476	2	No	"Sunday, May 1, 2022"	No	0	0	0	0
1371	Female	34	Frequent Traveller	Technology	1	CA	White	1	Information Systems	Machine Learning Engineer	Single	178472	0	Yes	"Saturday, May 7, 2022"	No	0	0	0	0
1372	Prefer Not To Say	21	Some Travel	Technology	26	CA	White	4	Computer Science	Data Scientist	Married	21202	1	No	"Wednesday, May 11, 2022"	No	0	0	0	0
1373	Male	45	Some Travel	Sales	22	CA	White	4	Marketing 	Sales Executive	Married	270302	0	No	"Friday, May 13, 2022"	Yes	0	0	0	0
1374	Male	22	Some Travel	Sales	31	NY	White	1	Marketing 	Sales Executive	Single	51582	0	No	"Friday, May 13, 2022"	No	0	0	0	0
1375	Female	18	Frequent Traveller	Technology	10	IL	White	3	Computer Science	Software Engineer	Single	26960	3	No	"Tuesday, May 17, 2022"	No	0	0	0	0
1376	Female	19	Some Travel	Sales	21	NY	White	3	Marketing	Sales Representative	Single	33454	0	Yes	"Thursday, May 19, 2022"	Yes	0	0	0	0
1377	Male	18	Frequent Traveller	Technology	26	CA	White	2	Information Systems	Data Scientist	Single	31532	0	No	"Sunday, May 22, 2022"	Yes	0	0	0	0
1378	Male	19	Some Travel	Human Resources	18	NY	White	4	Economics	Recruiter	Single	20778	0	No	"Tuesday, May 24, 2022"	No	0	0	0	0
1379	Male	33	Frequent Traveller	Technology	24	NY	White	4	Computer Science	Machine Learning Engineer	Divorced	283171	1	No	"Tuesday, May 24, 2022"	No	0	0	0	0
1380	Male	19	Some Travel	Technology	15	CA	White	3	Computer Science	Data Scientist	Single	58408	1	Yes	"Tuesday, May 31, 2022"	No	0	0	0	0
1381	Female	27	Some Travel	Technology	36	CA	White	3	Information Systems	Engineering Manager	Married	227477	0	No	"Tuesday, June 7, 2022"	No	0	0	0	0
1382	Male	21	Some Travel	Sales	19	NY	White	4	Marketing 	Sales Representative	Married	22696	1	Yes	"Wednesday, June 8, 2022"	No	0	0	0	0
1383	Female	20	Some Travel	Technology	10	NY	White	5	Computer Science	Software Engineer	Married	32077	1	No	"Thursday, June 9, 2022"	No	0	0	0	0
1384	Female	19	Some Travel	Technology	26	CA	White	4	Information Systems	Software Engineer	Single	66119	0	No	"Sunday, June 12, 2022"	No	0	0	0	0
1385	Non-Binary	29	Some Travel	Sales	29	CA	White	2	Marketing 	Sales Executive	Single	134537	0	Yes	"Thursday, June 16, 2022"	No	0	0	0	0
1386	Prefer Not To Say	18	Some Travel	Sales	9	IL	White	3	Economics	Sales Executive	Single	74515	0	No	"Sunday, June 19, 2022"	No	0	0	0	0
1387	Female	18	Frequent Traveller	Sales	26	CA	White	3	Economics	Sales Executive	Single	62054	2	No	"Tuesday, June 21, 2022"	No	0	0	0	0
1388	Female	46	No Travel 	Sales	24	CA	White	4	Economics	Sales Executive	Single	236103	0	No	"Tuesday, June 21, 2022"	No	0	0	0	0
1389	Male	25	Frequent Traveller	Technology	39	NY	White	4	Computer Science	Software Engineer	Single	26545	1	Yes	"Tuesday, June 21, 2022"	Yes	0	0	0	0
1390	Female	30	Frequent Traveller	Technology	37	CA	White	1	Business Studies	Data Scientist	Single	109778	0	No	"Thursday, June 23, 2022"	Yes	0	0	0	0
1391	Male	18	Some Travel	Sales	9	IL	White	4	Marketing 	Sales Representative	Single	61582	0	No	"Friday, June 24, 2022"	No	0	0	0	0
1392	Male	20	Some Travel	Technology	4	CA	White	4	Information Systems	Data Scientist	Single	34954	0	No	"Friday, June 24, 2022"	No	0	0	0	0
1393	Male	18	Frequent Traveller	Sales	21	NY	White	4	Marketing	Sales Representative	Single	22889	1	No	"Saturday, June 25, 2022"	No	0	0	0	0
1394	Male	24	Some Travel	Technology	1	CA	White	4	Computer Science	Senior Software Engineer	Single	113262	0	No	"Thursday, June 30, 2022"	No	0	0	0	0
1395	Male	19	Some Travel	Technology	21	CA	White	1	Computer Science	Senior Software Engineer	Single	71551	1	Yes	"Friday, July 1, 2022"	No	0	0	0	0
1396	Female	20	No Travel 	Technology	12	CA	White	3	Information Systems	Software Engineer	Single	29329	0	No	"Sunday, July 3, 2022"	No	0	0	0	0
1397	Female	26	Some Travel	Technology	43	IL	White	3	Other	Machine Learning Engineer	Single	125232	1	No	"Thursday, July 7, 2022"	No	0	0	0	0
1398	Male	31	Some Travel	Technology	28	CA	White	4	Information Systems	Engineering Manager	Single	353335	1	Yes	"Thursday, July 7, 2022"	No	0	0	0	0
1399	Male	27	Some Travel	Technology	19	IL	White	4	Business Studies	Engineering Manager	Married	118176	1	No	"Thursday, July 14, 2022"	No	0	0	0	0
1400	Female	19	Some Travel	Technology	33	NY	White	3	Information Systems	Machine Learning Engineer	Single	53571	0	Yes	"Saturday, July 16, 2022"	No	0	0	0	0
1401	Male	29	Some Travel	Human Resources	41	NY	White	3	Human Resources	HR Executive	Married	142773	0	Yes	"Saturday, July 16, 2022"	No	0	0	0	0
1402	Female	19	Some Travel	Technology	43	CA	White	3	Information Systems	Data Scientist	Single	49006	1	No	"Monday, July 18, 2022"	Yes	0	0	0	0
1403	Female	31	No Travel 	Technology	38	CA	White	2	Information Systems	Machine Learning Engineer	Single	272255	1	No	"Wednesday, July 20, 2022"	No	0	0	0	0
1404	Non-Binary	20	Some Travel	Sales	43	CA	White	5	Marketing	Sales Executive	Married	39145	1	No	"Monday, July 25, 2022"	No	0	0	0	0
1405	Male	32	Some Travel	Sales	14	CA	White	3	Economics	Sales Executive	Married	173656	2	No	"Tuesday, July 26, 2022"	No	0	0	0	0
1406	Male	40	Some Travel	Technology	33	CA	White	3	Business Studies	Senior Software Engineer	Single	271683	1	Yes	"Tuesday, July 26, 2022"	No	0	0	0	0
1407	Male	21	Some Travel	Technology	19	IL	White	4	Computer Science	Data Scientist	Single	25255	0	No	"Monday, August 1, 2022"	Yes	0	0	0	0
1408	Non-Binary	19	Some Travel	Sales	38	CA	White	4	Marketing 	Sales Representative	Single	51132	0	Yes	"Tuesday, August 9, 2022"	No	0	0	0	0
1409	Male	19	Frequent Traveller	Sales	43	NY	White	1	Marketing 	Sales Executive	Single	65010	0	No	"Monday, August 15, 2022"	No	0	0	0	0
1410	Male	21	Some Travel	Technology	43	CA	White	3	Computer Science	Machine Learning Engineer	Married	59158	1	Yes	"Saturday, August 20, 2022"	No	0	0	0	0
1411	Female	20	Frequent Traveller	Technology	2	NY	White	1	Information Systems	Software Engineer	Married	38009	1	No	"Wednesday, August 24, 2022"	No	0	0	0	0
1412	Female	21	Frequent Traveller	Technology	27	NY	White	3	Information Systems	Data Scientist	Divorced	72355	2	No	"Wednesday, August 24, 2022"	No	0	0	0	0
1413	Female	21	Some Travel	Technology	22	CA	White	3	Information Systems	Data Scientist	Single	32456	0	No	"Wednesday, August 24, 2022"	No	0	0	0	0
1414	Male	19	Some Travel	Sales	43	CA	White	2	Marketing 	Sales Executive	Single	61811	1	No	"Friday, August 26, 2022"	No	0	0	0	0
1415	Male	19	Frequent Traveller	Sales	44	CA	White	3	Marketing	Sales Executive	Single	37645	1	No	"Saturday, August 27, 2022"	No	0	0	0	0
1416	Female	18	Frequent Traveller	Technology	8	CA	White	3	Computer Science	Software Engineer	Single	31894	0	Yes	"Wednesday, August 31, 2022"	Yes	0	0	0	0
1417	Male	26	Some Travel	Sales	11	CA	White	4	Marketing 	Sales Executive	Single	63478	1	No	"Wednesday, August 31, 2022"	No	0	0	0	0
1418	Female	18	Some Travel	Technology	20	CA	White	4	Computer Science	Machine Learning Engineer	Single	44770	1	No	"Friday, September 2, 2022"	No	0	0	0	0
1419	Male	40	Some Travel	Sales	36	NY	White	4	Marketing	Sales Executive	Divorced	194967	1	No	"Saturday, September 3, 2022"	No	0	0	0	0
1420	Female	18	Some Travel	Human Resources	22	CA	White	3	Marketing 	Recruiter	Single	31024	1	No	"Sunday, September 4, 2022"	No	0	0	0	0
1421	Male	31	Some Travel	Sales	19	CA	White	2	Marketing	Sales Executive	Married	96806	1	Yes	"Sunday, September 4, 2022"	No	0	0	0	0
1422	Female	19	Some Travel	Sales	15	NY	White	1	Marketing	Sales Representative	Single	44782	0	No	"Tuesday, September 6, 2022"	No	0	0	0	0
1423	Female	29	Some Travel	Technology	3	CA	White	2	Other	Software Engineer	Single	314181	1	Yes	"Tuesday, September 13, 2022"	No	0	0	0	0
1424	Male	32	No Travel 	Technology	5	CA	White	4	Computer Science	Data Scientist	Married	124429	1	No	"Tuesday, September 13, 2022"	No	0	0	0	0
1425	Male	20	Frequent Traveller	Sales	25	CA	White	4	Marketing	Sales Representative	Divorced	29872	1	No	"Friday, September 16, 2022"	No	0	0	0	0
1426	Female	35	Some Travel	Technology	44	NY	White	4	Computer Science	Data Scientist	Single	455643	1	Yes	"Wednesday, September 21, 2022"	No	0	0	0	0
1427	Male	34	Frequent Traveller	Technology	38	CA	White	5	Information Systems	Senior Software Engineer	Married	311310	1	Yes	"Wednesday, September 21, 2022"	No	0	0	0	0
1428	Female	21	Frequent Traveller	Technology	41	CA	White	2	Information Systems	Software Engineer	Married	23612	1	Yes	"Wednesday, September 28, 2022"	Yes	0	0	0	0
1429	Male	18	Frequent Traveller	Technology	25	NY	White	4	Information Systems	Data Scientist	Single	72639	0	No	"Wednesday, September 28, 2022"	No	0	0	0	0
1430	Male	20	Some Travel	Technology	23	NY	White	3	Business Studies	Software Engineer	Single	33632	0	No	"Wednesday, September 28, 2022"	Yes	0	0	0	0
1431	Female	24	Frequent Traveller	Technology	23	NY	White	4	Computer Science	Senior Software Engineer	Single	158437	1	No	"Monday, October 3, 2022"	No	0	0	0	0
1432	Female	32	Some Travel	Technology	8	CA	White	3	Information Systems	Senior Software Engineer	Married	111619	2	No	"Thursday, October 6, 2022"	No	0	0	0	0
1433	Female	19	Some Travel	Technology	15	CA	White	3	Information Systems	Software Engineer	Single	47707	0	No	"Friday, October 7, 2022"	No	0	0	0	0
1434	Female	32	Some Travel	Sales	14	NY	White	3	Marketing 	Sales Executive	Single	181293	0	No	"Saturday, October 8, 2022"	No	0	0	0	0
1435	Non-Binary	21	Some Travel	Technology	2	CA	White	4	Computer Science	Machine Learning Engineer	Single	69344	0	No	"Saturday, October 8, 2022"	No	0	0	0	0
1436	Female	32	Some Travel	Sales	31	NY	White	4	Marketing 	Sales Executive	Married	161538	2	Yes	"Monday, October 10, 2022"	No	0	0	0	0
